RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
3395,15603394,Thompson,687,Spain,Male,50,8,23566.57,2,0,1,24898.9,0
3396,15603395,Lewis,442,Spain,Male,53,6,0.0,1,1,1,168412.39,0
3397,15603396,Taylor,735,Spain,Female,53,8,65702.9,2,1,1,131510.97,0
3398,15603397,Miller,728,Spain,Male,55,10,106995.35,1,0,1,26554.83,0
3399,15603398,Thomas,613,France,Male,49,9,0.0,2,0,1,87215.14,0
3400,15603399,Lopez,661,Germany,Male,51,5,119436.18,1,0,0,45093.43,0
3401,15603400,Lopez,660,France,Female,52,3,66288.31,1,1,0,133351.75,0
3402,15603401,Moore,459,France,Female,41,4,0.0,2,0,0,92913.83,0
3403,15603402,Lee,611,Spain,Male,78,9,138093.19,1,0,0,59697.57,1
3404,15603403,Clark,615,France,Male,62,1,0.0,1,0,0,111308.88,1
3405,15603404,Jackson,634,Germany,Male,66,2,172106.84,1,1,0,181062.91,1
3406,15603405,Brown,599,Spain,Male,56,4,0.0,1,1,0,83041.6,0
3407,15603406,Thompson,713,Spain,Female,88,2,0.0,2,1,1,193196.95,1
3408,15603407,Moore,572,Spain,Female,31,2,0.0,1,1,1,142344.07,0
3409,15603408,Sanchez,737,France,Male,53,8,0.0,1,0,0,120525.91,0
3410,15603409,Martin,709,France,Female,43,3,0.0,2,1,0,11958.93,0
3411,15603410,Taylor,780,France,Male,54,3,16254.25,2,1,0,162020.21,0
3412,15603411,Moore,816,France,Male,73,0,0.0,1,1,0,134512.24,1
3413,15603412,Garcia,817,France,Male,61,6,0.0,2,1,1,25394.51,0
3414,15603413,Perez,536,France,Male,52,9,0.0,1,1,1,2132.57,0
3415,15603414,Jackson,683,Spain,Female,75,8,122763.8,2,0,1,187140.59,0
3416,15603415,Harris,581,Germany,Male,64,7,126451.59,2,0,1,39699.37,0
3417,15603416,White,850,France,Male,59,1,0.0,1,1,1,84399.66,0
3418,15603417,Miller,708,Germany,Female,59,5,0.0,2,1,1,83773.16,0
3419,15603418,Jones,785,France,Female,63,9,17447.41,1,1,1,17203.51,1
3420,15603419,Smith,691,France,Female,46,9,73855.24,1,1,1,160833.51,1
3421,15603420,Miller,396,Spain,Female,45,4,132308.63,2,0,1,120736.72,0
3422,15603421,Ramirez,574,Germany,Male,42,7,127414.13,2,0,0,107023.07,0
3423,15603422,Rodriguez,584,Spain,Female,47,0,0.0,1,1,0,172587.95,0
3424,15603423,Lewis,612,France,Female,74,8,137724.24,1,1,1,182061.06,1
3425,15603424,Robinson,684,Spain,Female,50,8,50583.05,2,1,0,25742.71,0
3426,15603425,Jackson,698,Germany,Female,74,10,0.0,2,0,1,137523.0,1
3427,15603426,Gonzalez,397,Germany,Male,46,6,0.0,1,1,1,53666.74,0
3428,15603427,Moore,627,Germany,Female,67,7,0.0,2,1,1,156086.18,0
3429,15603428,Perez,603,Spain,Male,71,8,138349.57,2,0,0,23367.52,1
3430,15603429,Miller,782,Germany,Male,54,4,0.0,1,1,1,37607.54,0
3431,15603430,Ramirez,706,Germany,Male,50,10,0.0,1,1,0,42604.34,1
3432,15603431,Lewis,632,Spain,Female,44,1,147047.32,1,1,1,124607.06,0
3433,15603432,Martinez,671,Spain,Male,65,0,179266.22,1,1,0,133597.81,0
3434,15603433,Perez,488,France,Male,50,4,0.0,1,1,0,183717.24,1
3435,15603434,Moore,713,Germany,Male,48,7,56836.54,1,1,0,14835.59,0
3436,15603435,Moore,612,France,Female,57,9,0.0,2,0,1,136848.77,1
3437,15603436,Davis,572,France,Male,61,3,42385.75,1,1,0,2509.15,1
3438,15603437,Lewis,776,Germany,Female,44,3,0.0,2,0,1,101866.14,0
3439,15603438,Miller,676,Spain,Female,57,3,0.0,1,1,1,92103.98,0
3440,15603439,Harris,586,Spain,Male,71,7,0.0,1,1,0,9018.76,1
3441,15603440,Jones,591,France,Male,42,6,91613.33,1,0,1,37369.69,0
3442,15603441,Johnson,685,Germany,Female,66,10,283238.89,2,1,0,160362.2,1
3443,15603442,Rodriguez,677,France,Female,65,0,60580.39,1,1,1,60823.06,0
3444,15603443,Brown,652,Spain,Female,67,9,17712.12,2,0,1,96422.08,1
3445,15603444,Martinez,534,Spain,Male,61,5,120938.31,2,1,0,78860.5,0
3446,15603445,Davis,548,Germany,Female,60,3,101818.59,2,1,0,37132.35,1
3447,15603446,Williams,578,Spain,Male,65,1,0.0,1,1,0,188196.65,1
3448,15603447,Jones,631,Germany,Female,57,2,122194.8,2,0,1,10601.9,0
3449,15603448,Sanchez,646,Germany,Female,48,3,176182.55,2,1,0,92451.44,0
3450,15603449,Miller,634,France,Male,47,9,1155.93,2,1,0,67277.54,0
3451,15603450,Miller,639,France,Female,52,6,95810.92,1,0,0,133353.26,0
3452,15603451,Lopez,830,Germany,Female,62,0,0.0,1,1,0,129402.42,1
3453,15603452,Miller,731,Germany,Female,52,0,152336.39,2,1,0,139343.58,1
3454,15603453,Gonzalez,764,France,Male,50,2,0.0,1,0,1,99841.41,0
3455,15603454,Sanchez,694,Spain,Male,67,1,36074.13,1,1,1,22144.23,0
3456,15603455,Davis,656,France,Female,55,2,93901.56,4,1,1,100657.91,1
3457,15603456,Lopez,689,Germany,Male,40,2,111539.25,2,1,1,175848.06,0
3458,15603457,Harris,671,Germany,Male,42,10,127794.27,1,0,0,65760.15,0
3459,15603458,Martinez,727,Germany,Female,41,0,40215.17,1,1,1,177232.47,0
3460,15603459,Anderson,556,Germany,Male,52,5,0.0,2,1,0,140571.88,0
3461,15603460,Martinez,719,France,Female,43,7,0.0,2,1,0,189703.16,0
3462,15603461,Taylor,666,France,Male,50,4,0.0,2,1,1,97631.44,1
3463,15603462,Garcia,476,Germany,Male,47,0,90741.86,1,1,1,55779.89,1
3464,15603463,Davis,658,Germany,Female,38,10,161599.25,2,1,0,14656.71,1
3465,15603464,Rodriguez,524,France,Female,42,9,0.0,1,1,0,1647.71,1
3466,15603465,Smith,598,Germany,Female,75,10,148984.99,1,1,0,180838.55,1
3467,15603466,White,634,France,Male,49,6,95289.92,1,1,0,112888.39,0
3468,15603467,Miller,505,Germany,Female,48,10,127880.74,1,1,1,21485.94,0
3469,15603468,Rodriguez,644,Spain,Male,48,9,54057.82,1,1,1,70232.0,0
3470,15603469,Smith,656,France,Male,55,8,89538.65,2,1,1,117071.07,0
3471,15603470,Robinson,722,France,Male,53,6,0.0,2,1,0,184410.21,0
3472,15603471,Thompson,606,Spain,Female,80,8,209681.01,1,1,1,148249.4,1
3473,15603472,Jones,676,Germany,Male,68,9,7738.63,2,1,0,83765.4,1
3474,15603473,Miller,640,Germany,Male,79,8,57460.52,2,1,0,7970.14,1
3475,15603474,Robinson,609,Spain,Male,62,1,0.0,1,0,1,128298.29,0
3476,15603475,Garcia,489,Spain,Male,60,7,110059.79,1,1,1,72894.47,0
3477,15603476,Wilson,639,Spain,Male,42,6,0.0,1,1,1,14009.35,0
3478,15603477,Thomas,721,Germany,Female,35,6,12446.91,1,1,0,166075.92,0
3479,15603478,Smith,560,France,Male,39,1,0.0,1,1,1,187302.0,0
3480,15603479,Miller,629,France,Female,39,0,0.0,2,1,0,105212.93,0
3481,15603480,Jackson,643,France,Female,51,3,69319.9,1,1,0,23201.7,0
3482,15603481,Garcia,755,Germany,Male,64,6,255487.52,1,1,1,80491.64,1
3483,15603482,Anderson,652,France,Female,46,5,66451.92,1,1,0,15456.61,0
3484,15603483,Lopez,677,Spain,Male,43,9,68476.26,2,1,1,160374.48,0
3485,15603484,Taylor,649,Germany,Female,63,1,0.0,2,1,0,108227.25,1
3486,15603485,Miller,602,Germany,Female,44,6,148742.14,2,1,0,78680.41,1
3487,15603486,Taylor,541,France,Male,74,9,0.0,2,1,1,145981.14,0
3488,15603487,Brown,622,France,Female,42,10,0.0,1,1,1,167387.22,0
3489,15603488,Jones,687,France,Male,64,8,0.0,4,1,0,156586.18,1
3490,15603489,Garcia,661,France,Male,56,1,0.0,1,0,1,164225.24,0
3491,15603490,Lewis,792,France,Female,33,9,60127.82,1,1,0,173587.45,0
3492,15603491,Davis,740,Germany,Male,44,10,0.0,2,1,1,93669.72,0
3493,15603492,Davis,769,Spain,Male,65,4,141871.44,3,0,0,131859.13,1
3494,15603493,Anderson,454,Spain,Male,38,10,62457.38,1,1,1,118093.05,0
3495,15603494,Jackson,801,Germany,Female,48,1,0.0,2,1,0,25581.71,1
3496,15603495,Robinson,675,France,Male,39,0,106837.59,1,1,0,47807.41,0
3497,15603496,Smith,689,Spain,Female,51,10,0.0,2,1,1,34366.56,0
3498,15603497,Smith,736,Spain,Male,57,6,36429.91,2,1,1,129834.62,0
3499,15603498,Miller,652,France,Male,54,1,60202.53,1,1,0,172647.79,1
3500,15603499,Clark,547,Germany,Female,55,5,82576.63,2,0,0,151671.75,1
3501,15603500,Smith,788,France,Male,54,6,87929.2,2,1,0,75451.66,0
3502,15603501,Moore,576,Spain,Female,50,0,59937.18,1,0,0,131626.66,1
3503,15603502,Martin,555,Spain,Male,63,10,54440.62,1,1,0,81997.15,1
3504,15603503,Martinez,627,France,Male,38,8,87114.55,2,1,1,54906.22,0
3505,15603504,Thompson,612,Spain,Male,73,5,0.0,2,1,0,178710.46,1
3506,15603505,Jackson,650,Germany,Female,54,1,14521.84,1,0,1,40950.49,1
3507,15603506,Gonzalez,640,Spain,Female,39,0,0.0,1,0,0,126888.72,0
3508,15603507,Anderson,779,France,Female,70,0,131952.37,2,1,1,150130.62,1
3509,15603508,Williams,694,Spain,Male,50,1,113582.76,1,1,1,123713.53,0
3510,15603509,Brown,567,France,Female,47,8,0.0,1,1,1,24030.34,0
3511,15603510,Hernandez,580,France,Male,39,1,0.0,2,1,1,53929.73,0
3512,15603511,Moore,612,France,Female,46,0,119609.19,1,0,0,2926.93,0
3513,15603512,Harris,613,Spain,Female,63,3,0.0,2,1,1,151739.16,0
3514,15603513,Moore,600,Spain,Female,43,8,0.0,1,1,1,37023.53,0
3515,15603514,Lopez,544,Spain,Male,64,7,0.0,2,1,1,171243.23,0
3516,15603515,Gonzalez,677,Spain,Female,48,6,0.0,1,1,1,33101.53,0
3517,15603516,Jackson,606,France,Male,33,7,67337.78,2,0,0,74368.94,0
3518,15603517,Lopez,558,France,Female,42,1,0.0,2,1,1,28442.95,0
3519,15603518,Jackson,696,France,Male,46,4,0.0,1,1,1,106554.06,0
3520,15603519,Martin,731,France,Male,58,6,0.0,2,1,1,118762.42,0
3521,15603520,Miller,626,France,Male,55,0,0.0,1,1,1,45707.46,0
3522,15603521,Williams,821,France,Male,75,5,77427.11,2,1,1,81460.43,0
3523,15603522,Sanchez,850,France,Male,49,6,0.0,2,0,0,23432.5,0
3524,15603523,Rodriguez,697,France,Female,64,7,0.0,1,1,1,157568.23,0
3525,15603524,Moore,604,France,Female,51,4,0.0,1,1,1,157314.96,0
3526,15603525,Sanchez,675,France,Female,44,7,0.0,1,1,0,51703.87,0
3527,15603526,Williams,532,Spain,Female,40,9,0.0,1,1,0,52854.34,1
3528,15603527,Lee,566,Spain,Male,49,10,89826.25,1,1,0,121934.71,1
3529,15603528,Brown,488,Spain,Female,52,0,138633.58,1,1,1,121803.05,1
3530,15603529,Moore,589,France,Male,70,3,0.0,1,0,1,146668.02,0
3531,15603530,Gonzalez,531,France,Female,75,10,0.0,1,1,1,19315.62,1
3532,15603531,Martinez,709,Spain,Male,75,5,80132.08,1,0,1,134407.4,1
3533,15603532,Sanchez,578,France,Male,45,3,135741.87,2,1,0,147104.79,0
3534,15603533,Martinez,676,France,Male,43,4,0.0,1,1,1,55788.55,0
3535,15603534,Wilson,721,France,Male,46,10,0.0,2,1,0,51644.39,0
3536,15603535,Robinson,762,France,Male,50,10,0.0,1,1,1,132927.46,0
3537,15603536,Lewis,616,France,Male,37,1,157094.71,1,1,0,23325.89,0
3538,15603537,Miller,679,France,Female,42,6,0.0,2,1,0,108320.72,0
3539,15603538,Sanchez,682,Germany,Female,69,8,0.0,1,1,0,100382.01,1
3540,15603539,Perez,772,France,Male,56,6,149062.81,2,1,1,134513.83,0
3541,15603540,Gonzalez,725,France,Male,46,0,97891.17,2,0,0,121237.9,0
3542,15603541,Martinez,775,Spain,Female,37,1,99206.26,2,1,1,162872.58,0
3543,15603542,Moore,490,France,Male,55,10,0.0,2,1,1,12184.02,0
3544,15603543,Smith,586,France,Female,53,7,0.0,2,1,0,129335.62,1
3545,15603544,Rodriguez,749,Spain,Male,42,0,48883.82,1,1,1,143527.24,0
3546,15603545,Garcia,705,France,Female,61,1,127075.09,2,1,0,158494.86,0
3547,15603546,Hernandez,637,France,Female,47,4,149557.08,2,1,1,74042.52,0
3548,15603547,Martinez,604,France,Female,54,5,62327.52,1,1,0,58498.5,1
3549,15603548,Thompson,725,France,Female,75,0,88439.88,2,1,0,132924.93,1
3550,15603549,Harris,459,Germany,Male,60,0,0.0,1,1,1,103012.29,1
3551,15603550,Gonzalez,726,Spain,Male,39,1,77610.19,1,0,0,75272.71,1
3552,15603551,Lee,658,France,Male,60,2,58962.33,3,1,0,149017.77,1
3553,15603552,Harris,603,Germany,Female,45,8,194140.21,2,1,1,96221.95,0
3554,15603553,Rodriguez,698,Germany,Male,58,2,0.0,2,1,0,91598.6,1
3555,15603554,Clark,612,France,Female,64,7,143716.25,1,0,1,71713.59,0
3556,15603555,Clark,652,Germany,Male,54,5,13439.31,1,1,1,9824.78,0
3557,15603556,Harris,645,France,Male,40,9,97326.79,2,1,1,166718.57,0
3558,15603557,Davis,721,France,Female,34,4,73004.59,2,1,0,68555.84,0
3559,15603558,Moore,665,France,Male,67,8,0.0,1,1,1,87319.21,1
3560,15603559,Jackson,466,France,Male,72,7,148563.01,1,1,0,23626.29,0
3561,15603560,Jones,516,France,Male,45,10,25547.63,2,1,0,122751.08,0
3562,15603561,Thompson,545,Spain,Male,33,2,0.0,1,0,1,118912.23,0
3563,15603562,Robinson,693,France,Female,38,6,135191.32,1,0,1,60865.69,0
3564,15603563,Anderson,703,France,Female,47,3,171061.77,1,1,1,71638.83,0
3565,15603564,Sanchez,810,France,Male,64,7,0.0,2,1,1,149835.91,0
3566,15603565,Martin,552,Germany,Male,33,6,0.0,2,0,1,106869.37,0
3567,15603566,Rodriguez,775,Germany,Male,69,2,19694.67,1,1,1,50029.3,0
3568,15603567,Johnson,463,Germany,Male,67,6,117325.11,1,0,1,112750.64,1
3569,15603568,Hernandez,651,Spain,Female,69,5,204560.99,2,1,1,174993.62,0
3570,15603569,Taylor,673,Spain,Female,42,5,81959.06,2,1,0,199331.08,0
3571,15603570,Miller,673,France,Male,65,10,115686.79,1,1,1,18125.87,0
3572,15603571,Brown,620,Germany,Male,52,9,0.0,1,0,1,89553.13,1
3573,15603572,Moore,661,Spain,Female,41,2,0.0,1,1,1,89387.43,0
3574,15603573,Clark,531,Spain,Male,54,3,0.0,1,0,1,188765.63,0
3575,15603574,Lopez,733,Spain,Male,52,3,0.0,1,1,0,184057.91,0
3576,15603575,Davis,673,France,Female,38,5,0.0,1,1,1,89861.9,0
3577,15603576,Lopez,684,France,Male,60,8,0.0,2,1,1,53651.87,0
3578,15603577,Gonzalez,623,France,Male,52,4,96071.05,1,0,1,128975.13,0
3579,15603578,Lopez,618,Germany,Female,48,7,0.0,1,0,1,24118.71,1
3580,15603579,Martin,700,France,Female,48,4,125257.23,1,1,1,40701.45,0
3581,15603580,Moore,802,France,Male,56,5,225904.54,1,0,1,164404.06,0
3582,15603581,Moore,516,Spain,Male,47,5,0.0,3,1,1,167525.08,1
3583,15603582,Garcia,511,France,Male,35,3,0.0,2,1,1,180944.51,0
3584,15603583,Martin,675,Spain,Female,41,9,99341.88,2,0,1,149120.07,0
3585,15603584,Thomas,618,France,Male,52,9,80465.67,1,1,1,33384.66,0
3586,15603585,Williams,661,France,Male,46,4,47474.41,2,0,1,58326.42,0
3587,15603586,Harris,647,France,Female,48,3,90961.86,2,1,0,92590.54,0
3588,15603587,White,709,Spain,Male,42,1,10449.94,1,0,1,63952.65,0
3589,15603588,Lee,622,France,Male,42,1,56308.37,1,0,0,106828.2,0
3590,15603589,Harris,534,France,Male,58,7,33878.56,1,1,1,18977.88,0
3591,15603590,Brown,574,Spain,Male,54,3,25012.39,1,1,1,190423.71,0
3592,15603591,Anderson,634,France,Male,43,8,0.0,1,1,0,195889.19,0
3593,15603592,Lee,529,Germany,Female,47,5,74588.13,2,0,0,14676.4,0
3594,15603593,Thomas,646,Germany,Female,62,4,155896.75,1,1,0,8086.51,1
3595,15603594,Brown,655,France,Male,40,6,127550.66,2,1,1,97442.48,0
3596,15603595,Miller,615,Germany,Male,64,5,119744.49,2,1,1,28699.66,0
3597,15603596,Martin,670,France,Female,50,3,0.0,1,0,1,27747.47,0
3598,15603597,Anderson,495,Germany,Male,48,9,0.0,2,1,0,73532.47,0
3599,15603598,Sanchez,558,France,Male,39,8,179451.82,1,0,0,191667.66,0
3600,15603599,Moore,540,Germany,Female,92,5,100484.95,2,0,1,187361.42,1
3601,15603600,Jones,734,France,Male,57,2,124744.73,1,1,1,185576.72,1
3602,15603601,Hernandez,850,Germany,Male,34,3,0.0,1,1,0,33668.8,0
3603,15603602,Lopez,565,France,Male,54,3,174407.1,1,0,0,17015.4,1
3604,15603603,Ramirez,627,France,Male,67,7,88488.45,2,0,1,22043.53,0
3605,15603604,Ramirez,583,France,Male,55,4,129557.9,2,1,0,118022.61,0
3606,15603605,Robinson,671,France,Male,62,7,72938.81,1,0,0,67837.41,1
3607,15603606,Gonzalez,591,Spain,Male,46,10,128302.29,2,1,0,175058.97,0
3608,15603607,Perez,677,France,Female,45,7,141521.46,2,1,1,131777.01,0
3609,15603608,White,713,Spain,Male,48,5,46503.0,1,1,1,199627.12,0
3610,15603609,Taylor,532,Spain,Male,52,4,82571.76,1,0,1,181673.29,0
3611,15603610,White,676,Germany,Female,46,1,212561.39,2,0,1,114136.64,0
3612,15603611,Harris,477,France,Female,50,0,109928.78,2,1,0,166273.84,0
3613,15603612,Garcia,625,France,Male,41,6,129408.0,1,1,1,32070.68,0
3614,15603613,Robinson,618,Spain,Male,37,9,0.0,2,1,1,172044.03,0
3615,15603614,Harris,628,France,Male,43,9,32754.76,3,0,0,143177.14,1
3616,15603615,Ramirez,620,France,Female,78,10,0.0,1,1,0,77461.19,1
3617,15603616,Jackson,602,Germany,Male,68,6,0.0,2,0,0,161408.77,1
3618,15603617,Clark,624,Spain,Male,55,1,2735.59,1,1,1,131434.78,0
3619,15603618,Miller,672,Spain,Male,38,2,86091.72,1,1,0,17394.61,0
3620,15603619,Garcia,675,France,Male,51,10,0.0,2,0,0,195785.93,0
3621,15603620,Moore,661,Germany,Male,53,7,78598.01,2,1,1,54242.71,0
3622,15603621,Smith,594,France,Male,45,3,44075.05,1,1,0,109456.94,0
3623,15603622,Thompson,753,France,Female,69,4,117150.95,1,1,1,173851.28,0
3624,15603623,Miller,796,Spain,Female,37,6,68202.35,1,0,0,57748.11,0
3625,15603624,Ramirez,526,France,Male,40,7,0.0,2,1,0,46189.05,0
3626,15603625,Hernandez,665,France,Male,58,0,93355.3,1,0,1,111071.88,0
3627,15603626,Rodriguez,605,France,Male,40,6,0.0,2,1,1,70375.6,0
3628,15603627,Thompson,738,Spain,Male,41,2,168921.07,2,1,0,138378.92,0
3629,15603628,Johnson,648,Spain,Female,51,4,79879.22,1,1,1,64367.32,0
3630,15603629,Martin,655,Germany,Female,33,0,0.0,1,1,0,197852.87,0
3631,15603630,Jones,697,Spain,Male,54,10,8179.07,2,1,1,56568.19,0
3632,15603631,Davis,621,France,Male,46,2,0.0,1,1,0,127484.85,0
3633,15603632,Garcia,811,France,Male,50,4,0.0,1,1,1,54299.83,0
3634,15603633,Garcia,698,France,Female,44,0,0.0,2,1,0,92292.36,0
3635,15603634,Perez,739,France,Female,69,1,0.0,1,0,1,58266.79,0
3636,15603635,Ramirez,628,France,Female,63,2,89847.27,1,0,0,83182.79,0
3637,15603636,Garcia,638,Spain,Female,58,7,241443.41,1,1,0,126392.15,1
3638,15603637,Brown,727,France,Male,42,4,0.0,2,0,0,141160.66,0
3639,15603638,Harris,718,France,Female,60,4,83430.22,1,1,0,47144.03,1
3640,15603639,Harris,530,France,Female,55,2,0.0,1,0,1,179828.89,0
3641,15603640,Perez,662,France,Male,88,8,0.0,1,0,0,64455.35,1
3642,15603641,Harris,695,Spain,Male,38,8,174538.55,1,0,1,12379.32,0
3643,15603642,Hernandez,637,France,Female,49,1,184820.19,2,1,1,189375.91,0
3644,15603643,Moore,686,France,Female,44,7,0.0,1,1,1,54474.16,1
3645,15603644,Rodriguez,641,Spain,Female,56,0,47417.78,1,1,1,199351.22,0
3646,15603645,Anderson,434,France,Female,37,4,102852.88,2,0,1,109457.06,0
3647,15603646,Sanchez,524,France,Female,61,6,127232.64,4,0,1,169762.29,1
3648,15603647,White,743,France,Female,37,7,0.0,2,0,0,21684.68,0
3649,15603648,Rodriguez,626,Germany,Male,56,7,0.0,2,1,0,110321.48,1
3650,15603649,Jackson,668,Spain,Female,48,5,0.0,1,1,0,3755.31,0
3651,15603650,Sanchez,649,Spain,Male,43,6,0.0,2,1,1,75961.11,0
3652,15603651,Clark,570,France,Male,40,3,134580.2,1,1,0,8237.06,0
3653,15603652,Gonzalez,605,Spain,Male,44,9,0.0,1,1,1,92455.21,0
3654,15603653,Lewis,681,France,Female,48,6,100186.87,1,1,0,142620.14,0
3655,15603654,Williams,691,France,Female,51,6,172671.05,2,1,0,175514.88,0
3656,15603655,Sanchez,850,France,Female,53,8,128771.09,1,0,1,133022.15,0
3657,15603656,White,604,France,Male,49,10,0.0,1,0,1,145037.71,0
3658,15603657,Wilson,810,Germany,Male,47,1,29093.64,2,1,0,43568.43,1
3659,15603658,Jones,567,Germany,Male,74,10,14337.72,1,1,1,58585.95,1
3660,15603659,Thompson,696,Spain,Male,60,7,79347.4,2,0,0,187557.01,0
3661,15603660,Lopez,667,Germany,Female,38,8,43253.69,1,1,0,32627.8,1
3662,15603661,Lee,637,Germany,Male,45,2,82948.15,1,0,1,198140.58,0
3663,15603662,Davis,649,France,Female,50,7,139488.62,1,0,1,168107.12,0
3664,15603663,Sanchez,590,France,Female,43,0,125157.61,2,1,1,160476.67,0
3665,15603664,Taylor,736,Germany,Male,48,9,0.0,1,0,0,161676.85,1
3666,15603665,Martinez,569,France,Female,38,4,82642.04,1,1,0,74536.12,0
3667,15603666,Sanchez,680,Spain,Male,52,0,0.0,1,1,0,158540.98,0
3668,15603667,White,722,France,Male,80,0,126482.8,1,1,1,70876.64,0
3669,15603668,Thomas,782,France,Female,53,5,255482.26,2,1,1,73275.49,0
3670,15603669,Perez,743,France,Female,53,4,56523.56,2,1,0,158785.59,0
3671,15603670,Martin,704,France,Male,49,4,49239.76,2,0,1,78077.88,0
3672,15603671,Smith,588,France,Male,40,1,0.0,2,1,0,161593.98,0
3673,15603672,White,574,Germany,Male,76,9,0.0,1,1,0,2279.12,0
3674,15603673,Robinson,540,France,Male,54,8,0.0,4,1,1,34330.16,1
3675,15603674,Lee,531,Germany,Female,58,4,239055.96,1,0,0,186678.96,1
3676,15603675,Taylor,649,France,Female,47,2,224207.65,2,1,0,125894.72,0
3677,15603676,Wilson,580,France,Male,58,10,0.0,2,0,1,93617.53,0
3678,15603677,Gonzalez,765,France,Female,76,6,38787.49,1,0,0,116019.56,1
3679,15603678,Thomas,594,Spain,Male,69,5,0.0,2,0,1,80421.28,0
3680,15603679,Moore,659,France,Male,26,10,0.0,2,1,1,26559.93,0
3681,15603680,Lewis,624,Spain,Female,68,5,126509.2,2,0,1,178236.16,0
3682,15603681,Hernandez,515,France,Female,42,4,87460.76,2,1,1,150823.29,0
3683,15603682,Robinson,754,Spain,Female,42,3,130219.58,2,1,1,139584.77,0
3684,15603683,Lewis,716,France,Male,39,5,82622.25,1,1,1,168765.97,0
3685,15603684,Lopez,727,Germany,Female,41,6,138150.08,1,1,1,149135.03,0
3686,15603685,Lewis,707,Germany,Male,56,7,118117.45,1,1,0,103169.6,1
3687,15603686,Miller,577,Spain,Female,53,1,91486.78,2,1,0,27434.9,0
3688,15603687,Sanchez,578,France,Female,59,3,146601.08,1,1,1,21485.09,1
3689,15603688,Hernandez,693,France,Male,51,10,22567.84,1,0,0,6299.43,0
3690,15603689,Rodriguez,798,France,Female,42,6,0.0,1,1,0,98352.23,0
3691,15603690,Garcia,687,Spain,Male,60,2,153423.64,2,1,1,31916.61,0
3692,15603691,Sanchez,743,Germany,Male,48,4,45431.91,1,1,1,54600.17,0
3693,15603692,Martin,599,Spain,Female,61,9,41267.74,1,0,0,175573.37,0
3694,15603693,Jackson,755,France,Male,54,6,0.0,1,1,0,121528.37,0
3695,15603694,Lewis,609,France,Female,52,8,0.0,1,0,0,197086.62,0
3696,15603695,Thomas,673,France,Male,79,5,0.0,2,0,0,189994.36,1
3697,15603696,Anderson,614,Spain,Female,35,1,0.0,1,1,0,88434.1,0
3698,15603697,Brown,735,Germany,Male,35,8,160581.07,1,1,1,131495.44,0
3699,15603698,Jackson,736,Spain,Male,44,5,0.0,2,1,0,189638.77,1
3700,15603699,Anderson,508,France,Male,61,9,0.0,2,1,1,156895.88,0
3701,15603700,Williams,777,Germany,Female,46,1,172353.09,2,1,0,131176.09,1
3702,15603701,Johnson,850,Germany,Female,48,0,43072.16,2,1,0,118503.17,1
3703,15603702,Martinez,615,France,Female,36,3,91174.21,2,0,0,108493.5,0
3704,15603703,Wilson,637,Spain,Male,60,1,0.0,2,1,0,27751.1,0
3705,15603704,Moore,768,Spain,Male,36,6,82266.3,1,1,1,21240.48,0
3706,15603705,Jackson,656,Spain,Male,47,10,54419.84,2,1,0,48131.37,0
3707,15603706,Gonzalez,649,Germany,Female,33,6,155806.74,1,0,1,114711.85,0
3708,15603707,Thompson,832,France,Male,63,2,87034.26,2,0,1,186101.38,0
3709,15603708,Hernandez,519,France,Female,35,10,72460.75,1,0,1,78793.7,0
3710,15603709,Jackson,574,Spain,Female,47,9,0.0,2,1,0,171714.79,0
3711,15603710,Smith,690,France,Male,45,0,55189.79,2,0,0,4390.37,0
3712,15603711,Lee,494,Germany,Male,58,1,135180.41,2,1,1,148056.21,1
3713,15603712,White,614,Germany,Female,53,7,80750.56,2,1,1,17910.4,0
3714,15603713,White,613,Germany,Male,78,3,164545.34,1,1,0,180112.65,1
3715,15603714,Lee,742,Spain,Male,38,2,226633.05,2,1,0,96766.41,0
3716,15603715,White,716,France,Male,68,9,43968.94,1,1,1,101515.6,0
3717,15603716,Martin,488,France,Female,71,6,0.0,2,1,0,183755.08,1
3718,15603717,Jackson,583,France,Female,77,9,86935.27,1,0,0,87793.37,1
3719,15603718,Moore,583,France,Male,51,3,46754.63,2,1,0,180518.93,0
3720,15603719,Lewis,629,France,Male,39,1,41675.5,2,1,0,136233.22,0
3721,15603720,Garcia,544,France,Male,57,2,0.0,1,1,0,56560.03,0
3722,15603721,Davis,693,Spain,Female,36,3,117273.21,2,1,1,12157.23,0
